survey_id,cache_id,wb_region_code,pcn_region_code,country_code,reporting_year,surveyid_year,survey_year,survey_time,survey_acronym,survey_coverage,survey_comparability,comparable_spell,welfare_type,survey_mean_lcu,survey_mean_ppp,predicted_mean_ppp,ppp,cpi,reporting_pop,reporting_gdp,reporting_pce,pop_data_level,gdp_data_level,pce_data_level,cpi_data_level,ppp_data_level,reporting_level,distribution_type,gd_type,is_interpolated,is_used_for_line_up,is_used_for_aggregation,estimation_type,display_cp,interpolation_id
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1981,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,5.4706359,80.931801,.033848062,8640478,3276.3618,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1981_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1982,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,5.2796898,80.931801,.033848062,8952971,3162.0042,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1982_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1983,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,5.30865,80.931801,.033848062,9278104,3179.3481,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1983_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1984,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,5.4301386,80.931801,.033848062,9614756,3252.1079,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1984_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1985,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,5.4242949,80.931801,.033848062,9961993,3248.6082,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1985_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1986,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,5.3879099,80.931801,.033848062,10320116,3226.8171,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1986_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1987,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,5.4142284,80.931801,.033848062,10689247,3242.5791,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1987_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1988,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,5.5494013,80.931801,.033848062,11068051,3323.5342,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1988_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1989,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,5.3642759,80.931801,.033848062,11454784,3212.6628,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1989_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1990,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,5.0071511,80.931801,.033848062,11848385,2998.7808,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1990_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1991,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,4.8914423,80.931801,.033848062,12248901,2929.4829,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1991_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1992,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,4.4572325,80.931801,.033848062,12657361,2669.4348,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1992_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1993,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,3.2799983,80.931801,.033848062,13075044,1964.3898,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1993_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1994,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,3.2184033,80.931801,.033848062,13503753,1927.5005,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1994_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1995,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,3.5839992,80.931801,.033848062,13945205,2146.4556,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1995_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1996,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,3.940707,80.931801,.033848062,14400722,2360.0879,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1996_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1997,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,4.0935221,80.931801,.033848062,14871572,2451.6086,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1997_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1998,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,4.1493878,80.931801,.033848062,15359600,2485.0669,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1998_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,1999,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,4.1043549,80.931801,.033848062,15866871,2458.0964,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_1999_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,2000,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,4.0933571,80.931801,.033848062,16395477,2451.5098,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_2000_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,2001,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,4.1270099,80.931801,.033848062,16945753,2471.6646,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2001_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2001,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,2.2266064,80.931801,.72333717,16945753,2471.6646,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2001_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,2002,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,4.5373898,80.931801,.033848062,17519418,2717.4409,1391.826,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2002_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2002,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,2.4480147,80.931801,.72333717,17519418,2717.4409,1391.826,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2002_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,2003,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,4.517796,80.931801,.033848062,18121477,2705.7061,1456.1918,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2003_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2003,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,2.4374433,80.931801,.72333717,18121477,2705.7061,1456.1918,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2003_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,2004,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,4.8424926,80.931801,.033848062,18758138,2900.167,1462.4758,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2004_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2004,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,2.6126239,80.931801,.72333717,18758138,2900.167,1462.4758,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2004_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,2005,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,5.3766575,80.931801,.033848062,19433604,3220.0781,1482.6493,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2005_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2005,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,2.9008167,80.931801,.72333717,19433604,3220.0781,1482.6493,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2005_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,2006,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,5.7843328,80.931801,.033848062,20149905,3464.2346,1521.6025,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2006_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2006,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,3.1207659,80.931801,.72333717,20149905,3464.2346,1521.6025,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2006_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,2007,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,6.3564062,80.931801,.033848062,20905360,3806.8491,1554.3203,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2007_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2007,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,3.4294112,80.931801,.72333717,20905360,3806.8491,1554.3203,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2007_national
AGO_2000_HBS_V01_M_V01_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSA,SSA,AGO,2008,2000,2000.21,2000-2001,HBS,national,0,2000,consumption,11.232638,4.1004243,6.8087821,80.931801,.033848062,21695636,4077.7769,1620.0656,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2008_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2008,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,3.6734772,80.931801,.72333717,21695636,4077.7769,1620.0656,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2008_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2009,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,3.5486693,80.931801,.72333717,22514275,3963.2485,1722.2382,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2009_national
AGO_2018_IDREA_V01_M_V01_A_PIP_PC-GPWG,AGO_2018_IDREA_D1_CON_GPWG,SSA,SSA,AGO,2009,2018,2018.17,2018-2019,IDREA,national,2,2018,consumption,723.92853,3.0482817,3.5486693,80.931801,2.9344141,22514275,3963.2485,1722.2382,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2009_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2010,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,3.5811155,80.931801,.72333717,23356247,3988.6235,1725.1387,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2010_national
AGO_2018_IDREA_V01_M_V01_A_PIP_PC-GPWG,AGO_2018_IDREA_D1_CON_GPWG,SSA,SSA,AGO,2010,2018,2018.17,2018-2019,IDREA,national,2,2018,consumption,723.92853,3.0482817,3.5811155,80.931801,2.9344141,23356247,3988.6235,1725.1387,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2010_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2011,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,3.5698524,80.931801,.72333717,24220660,3979.8149,1834.0598,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2011_national
AGO_2018_IDREA_V01_M_V01_A_PIP_PC-GPWG,AGO_2018_IDREA_D1_CON_GPWG,SSA,SSA,AGO,2011,2018,2018.17,2018-2019,IDREA,national,2,2018,consumption,723.92853,3.0482817,3.5698524,80.931801,2.9344141,24220660,3979.8149,1834.0598,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2011_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2012,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,3.7539675,80.931801,.72333717,25107925,4167.126,1943.407,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2012_national
AGO_2018_IDREA_V01_M_V01_A_PIP_PC-GPWG,AGO_2018_IDREA_D1_CON_GPWG,SSA,SSA,AGO,2012,2018,2018.17,2018-2019,IDREA,national,2,2018,consumption,723.92853,3.0482817,3.556242,80.931801,2.9344141,25107925,4167.126,1943.407,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2012_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2013,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,3.8024685,80.931801,.72333717,26015786,4220.9648,2030.637,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2013_national
AGO_2018_IDREA_V01_M_V01_A_PIP_PC-GPWG,AGO_2018_IDREA_D1_CON_GPWG,SSA,SSA,AGO,2013,2018,2018.17,2018-2019,IDREA,national,2,2018,consumption,723.92853,3.0482817,3.6021883,80.931801,2.9344141,26015786,4220.9648,2030.637,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2013_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2014,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,3.8488541,80.931801,.72333717,26941773,4272.4556,2209.3567,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2014_national
AGO_2018_IDREA_V01_M_V01_A_PIP_PC-GPWG,AGO_2018_IDREA_D1_CON_GPWG,SSA,SSA,AGO,2014,2018,2018.17,2018-2019,IDREA,national,2,2018,consumption,723.92853,3.0482817,3.6461308,80.931801,2.9344141,26941773,4272.4556,2209.3567,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2014_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2015,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,3.7538359,80.931801,.72333717,27884380,4166.98,2197.8318,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2015_national
AGO_2018_IDREA_V01_M_V01_A_PIP_PC-GPWG,AGO_2018_IDREA_D1_CON_GPWG,SSA,SSA,AGO,2015,2018,2018.17,2018-2019,IDREA,national,2,2018,consumption,723.92853,3.0482817,3.5561173,80.931801,2.9344141,27884380,4166.98,2197.8318,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2015_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2016,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,3.4992776,80.931801,.72333717,28842482,3924.6204,2250.0603,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2016_national
AGO_2018_IDREA_V01_M_V01_A_PIP_PC-GPWG,AGO_2018_IDREA_D1_CON_GPWG,SSA,SSA,AGO,2016,2018,2018.17,2018-2019,IDREA,national,2,2018,consumption,723.92853,3.0482817,3.4992776,80.931801,2.9344141,28842482,3924.6204,2250.0603,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2016_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2017,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,3.3281567,80.931801,.72333717,29816769,3790.7915,2239.6575,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2017_national
AGO_2018_IDREA_V01_M_V01_A_PIP_PC-GPWG,AGO_2018_IDREA_D1_CON_GPWG,SSA,SSA,AGO,2017,2018,2018.17,2018-2019,IDREA,national,2,2018,consumption,723.92853,3.0482817,3.3281567,80.931801,2.9344141,29816769,3790.7915,2239.6575,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2017_national
AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSA,SSA,AGO,2018,2008,2008.5,2008-2009,IBEP-MICS,national,1,2008,consumption,212.02904,3.6218905,3.0779433,80.931801,.72333717,30809787,3595.1067,2093.4958,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2018_national
AGO_2018_IDREA_V01_M_V01_A_PIP_PC-GPWG,AGO_2018_IDREA_D1_CON_GPWG,SSA,SSA,AGO,2018,2018,2018.17,2018-2019,IDREA,national,2,2018,consumption,723.92853,3.0482817,3.0779433,80.931801,2.9344141,30809787,3595.1067,2093.4958,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,interpolation,1,AGO_2018_national
AGO_2018_IDREA_V01_M_V01_A_PIP_PC-GPWG,AGO_2018_IDREA_D1_CON_GPWG,SSA,SSA,AGO,2019,2018,2018.17,2018-2019,IDREA,national,2,2018,consumption,723.92853,3.0482817,2.9516263,80.931801,2.9344141,31825299,3458.6504,1994.2791,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,AGO_2019_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1981,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,7.2564764,54.652584,.44457248,2726056,1804.0103,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1981_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1982,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,7.3142266,54.652584,.44457248,2784278,1818.3673,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1982_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1983,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,7.2398553,54.652584,.44457248,2843960,1799.8782,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1983_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1984,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,7.0003972,54.652584,.44457248,2904429,1740.3472,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1984_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1985,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,6.9800544,54.652584,.44457248,2964762,1735.2899,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1985_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1986,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,7.2323594,54.652584,.44457248,3022635,1798.0146,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1986_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1987,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,7.0335059,54.652584,.44457248,3083605,1748.5782,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1987_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1988,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,6.8040361,54.652584,.44457248,3142336,1691.5305,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1988_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1989,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,7.2751217,54.652584,.44457248,3227943,1808.6456,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1989_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1990,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,6.4611878,54.652584,.44457248,3286542,1606.296,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1990_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1991,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,4.6800437,54.652584,.44457248,3266790,1163.4913,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1991_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1992,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,4.3701057,54.652584,.44457248,3247039,1086.4385,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1992_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1993,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,4.8171649,54.652584,.44457248,3227287,1197.5806,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1993_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1994,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,5.2492533,54.652584,.44457248,3207536,1305.0007,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1994_national
ALB_1996_EWS_V01_M_V01_A_PIP_PC-HIST,ALB_1996_EWS_D1_CON_HIST,ECA,ECA,ALB,1995,1996,1996,1996,EWS,national,0,1996,consumption,159.65146,6.5708208,5.9854345,54.652584,.44457248,3187784,1488.0205,,national,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,extrapolation,1,ALB_1995_national
