region_name,region_code,year,poverty_line,mean,headcount,poverty_gap,poverty_severity,watts,population,pop_in_poverty
Other high Income,OHI,2007,1.9,52.816074,.0050162426,.0035837276,.0031162833,.0034128672,1027282607,5153099
Other high Income,OHI,2007,3.2,52.816074,.0070256386,.0044373563,.0037163987,.0053242319,1027282607,7217317
Other high Income,OHI,2007,5.5,52.816074,.011007774,.0062687537,.0048373006,.0089465333,1027282607,11308094
Other high Income,OHI,2008,1.9,52.098034,.0051306272,.0038385561,.0033307192,.004056673,1036427669,5317524
Other high Income,OHI,2008,3.2,52.098034,.0073482734,.0047835363,.003964717,.0061970642,1036427669,7615954
Other high Income,OHI,2008,5.5,52.098034,.012104293,.0067730746,.0052034492,.010204035,1036427669,12545224
Other high Income,OHI,2009,1.9,52.385647,.0051563727,.0034609179,.0029972657,.0082207955,1044532296,5385998
Other high Income,OHI,2009,3.2,52.385647,.0062892959,.0043914975,.0036405863,.010543515,1044532296,6569372
Other high Income,OHI,2009,5.5,52.385647,.011161298,.0062726908,.0047901622,.014575486,1044532296,11658336
Other high Income,OHI,2010,1.9,52.229424,.005022421,.0039671566,.0035169509,.0039983224,1051961605,5283394
Other high Income,OHI,2010,3.2,52.229424,.0072785043,.0048954319,.0041086762,.0060532256,1051961605,7656707
Other high Income,OHI,2010,5.5,52.229424,.011786425,.0067555206,.0052654319,.0098119192,1051961605,12398866
Other high Income,OHI,2011,1.9,52.266788,.0056155473,.0041450225,.0036240821,.0039093476,1057111686,5936261
Other high Income,OHI,2011,3.2,52.266788,.0077931653,.005159948,.0043010372,.0060893758,1057111686,8238246
Other high Income,OHI,2011,5.5,52.266788,.012635208,.007212644,.0055766129,.010145564,1057111686,13356825
Other high Income,OHI,2012,1.9,51.995667,.0057395562,.0040604821,.0034427983,.0040979143,1063606360,6104628
Other high Income,OHI,2012,3.2,51.995667,.0081489049,.0052306727,.0042387517,.0065672295,1063606360,8667227
Other high Income,OHI,2012,5.5,51.995667,.013574714,.0074514882,.0056636189,.011018141,1063606360,14438152
Other high Income,OHI,2013,1.9,52.086773,.0063405265,.0042830547,.0036353876,.0040984522,1070137267,6785233
Other high Income,OHI,2013,3.2,52.086773,.0087237349,.0055621378,.0044936622,.0067038517,1070137267,9335594
Other high Income,OHI,2013,5.5,52.086773,.013739288,.0077690859,.0059752092,.011202398,1070137267,14702924
Other high Income,OHI,2014,1.9,52.523708,.0067880885,.0045993323,.0039001361,.0062214066,1076837227,7309667
Other high Income,OHI,2014,3.2,52.523708,.009368022,.0059207832,.0048059872,.0091430452,1076837227,10087835
Other high Income,OHI,2014,5.5,52.523708,.014188305,.0082000457,.0063584582,.014039652,1076837227,15278495
Other high Income,OHI,2015,1.9,53.620506,.0073206872,.004653661,.0040161242,.0052915327,1083354921,7930903
Other high Income,OHI,2015,3.2,53.620506,.0088453619,.0060459874,.0049499818,.0082304869,1083354921,9582667
Other high Income,OHI,2015,5.5,53.620506,.014020873,.0084028495,.0065177232,.013153521,1083354921,15189582
Other high Income,OHI,2016,1.9,55.222668,.0063374611,.004518196,.0039185146,.0048243674,1089854227,6906909
Other high Income,OHI,2016,3.2,55.222668,.0084707774,.0057912986,.0047604446,.0075316643,1089854227,9231912
Other high Income,OHI,2016,5.5,55.222668,.013314484,.0079325214,.0061961701,.01204868,1089854227,14510846
Other high Income,OHI,2017,1.9,55.955757,.0070046177,.0047633154,.0040969457,.0067893588,1095553444,7673933
Other high Income,OHI,2017,3.2,55.955757,.0089197522,.0059490036,.0049618189,.0095844958,1095553444,9772065
Other high Income,OHI,2017,5.5,55.955757,.012705906,.0079133194,.0063135484,.014033386,1095553444,13919999
Other high Income,OHI,2018,1.9,57.666561,.0060628643,.0042175446,.0036409849,.004777208,1100812590,6674078
Other high Income,OHI,2018,3.2,57.666561,.0083377697,.0053946944,.004419588,.0073021939,1100812590,9178322
Other high Income,OHI,2018,5.5,57.666561,.012509637,.0073360261,.0057590278,.011472669,1100812590,13770766
Other high Income,OHI,2019,1.9,59.746086,.0060237995,.0039244457,.0033286531,.0099612782,1105265199,6657896
Other high Income,OHI,2019,3.2,59.746086,.0074479617,.0050452147,.0041306498,.012718515,1105265199,8231973
Other high Income,OHI,2019,5.5,59.746086,.011692428,.0069300085,.0054167435,.01708338,1105265199,12923234
South Asia,SAS,1981,1.9,2.1093218,.58179301,.193414,.085348956,.26693806,922226632,536545000
South Asia,SAS,1981,3.2,2.1093218,.86938894,.4223949,.24054262,.65861917,922226632,801773635
South Asia,SAS,1981,5.5,2.1093218,.96791172,.63627619,.447615,1.1630976,922226632,892633944
South Asia,SAS,1982,1.9,2.1060245,.5781315,.19005305,.083127812,.26134789,944315173,545938371
South Asia,SAS,1982,3.2,2.1060245,.86869901,.41979474,.23783033,.65223777,944315173,820325636
South Asia,SAS,1982,5.5,2.1060245,.96782351,.63465559,.44537279,1.1565555,944315173,913930423
South Asia,SAS,1983,1.9,2.1416864,.56098497,.18084253,.077967688,.2473084,966836458,542380737
South Asia,SAS,1983,3.2,2.1416864,.86094207,.40931344,.22925988,.63162029,966836458,832390204
South Asia,SAS,1983,5.5,2.1416864,.96602356,.62691975,.43652532,1.133734,966836458,933986805
South Asia,SAS,1984,1.9,2.1999872,.54500878,.17161238,.0725291,.23224248,989728262,539410563
South Asia,SAS,1984,3.2,2.1999872,.85277855,.39891422,.22059214,.61052197,989728262,844019053
South Asia,SAS,1984,5.5,2.1999872,.96332276,.61888736,.42754743,1.1099837,989728262,953427749
South Asia,SAS,1985,1.9,2.2540209,.53131074,.16336212,.067638405,.21867825,1012942302,538187098
South Asia,SAS,1985,3.2,2.2540209,.84555143,.38967255,.21283746,.59165967,1012942302,856494827
South Asia,SAS,1985,5.5,2.2540209,.96080059,.61169398,.41953132,1.0886854,1012942302,973235567
South Asia,SAS,1986,1.9,2.2868736,.52376878,.15812951,.064404286,.20984443,1036437878,542853817
South Asia,SAS,1986,3.2,2.2868736,.84196442,.38435903,.20810038,.58021522,1036437878,872643823
South Asia,SAS,1986,5.5,2.2868736,.95937258,.60770905,.41490597,1.0760242,1036437878,994330110
South Asia,SAS,1987,1.9,2.316884,.51747906,.15354908,.061488334,.20210271,1060208544,548635731
South Asia,SAS,1987,3.2,2.316884,.83911943,.37992147,.20403686,.57043397,1060208544,889641573
South Asia,SAS,1987,5.5,2.316884,.95803159,.60429323,.41097528,1.0651166,1060208544,1015713293
South Asia,SAS,1988,1.9,2.3596606,.5041061,.14619841,.057518527,.19115998,1084281159,546592734
South Asia,SAS,1988,3.2,2.3596606,.83309436,.37171492,.19733377,.55404055,1084281159,903308525
South Asia,SAS,1988,5.5,2.3596606,.95645505,.59811407,.4039982,1.0467417,1084281159,1037066178
South Asia,SAS,1989,1.9,2.3741133,.49891537,.14369135,.056346294,.18767102,1108702366,553148640
South Asia,SAS,1989,3.2,2.3741133,.82988125,.36861864,.19508375,.54757464,1108702366,920091332
South Asia,SAS,1989,5.5,2.3741133,.95588845,.59560299,.40135202,1.0391076,1108702366,1059795782
South Asia,SAS,1990,1.9,2.3781552,.49519563,.14216246,.055905979,.18572764,1133495194,561301855
South Asia,SAS,1990,3.2,2.3781552,.82858127,.36666813,.19376701,.54329646,1133495194,939192860
South Asia,SAS,1990,5.5,2.3781552,.95624298,.59433526,.39984375,1.034389,1133495194,1083896831
South Asia,SAS,1991,1.9,2.3939004,.4886623,.13792336,.05354606,.17924622,1158655616,566191316
South Asia,SAS,1991,3.2,2.3939004,.82539439,.36237735,.19011666,.53353417,1158655616,956347830
South Asia,SAS,1991,5.5,2.3939004,.95616865,.59130275,.39622262,1.0236528,1158655616,1107870173
South Asia,SAS,1992,1.9,2.4458036,.47118789,.12889507,.04891216,.16620456,1184133340,557949282
South Asia,SAS,1992,3.2,2.4458036,.81595093,.35130107,.18159278,.51210153,1184133340,966194681
South Asia,SAS,1992,5.5,2.4458036,.95404845,.58280617,.38687766,.99918795,1184133340,1129720608
South Asia,SAS,1993,1.9,2.4832778,.45986453,.12368144,.046426248,.15893272,1209847774,556366080
South Asia,SAS,1993,3.2,2.4832778,.808635,.34447411,.1766503,.49919549,1209847774,978325243
South Asia,SAS,1993,5.5,2.4832778,.95199811,.57705873,.38098234,.98367584,1209847774,1151772797
South Asia,SAS,1994,1.9,2.5141017,.45162395,.11971763,.044438351,.15327667,1235693864,558068922
South Asia,SAS,1994,3.2,2.5141017,.80461156,.33997446,.17308146,.4903065,1235693864,994253561
South Asia,SAS,1994,5.5,2.5141017,.95021343,.57320571,.37701049,.97305357,1235693864,1174172885
South Asia,SAS,1995,1.9,2.5853314,.43328539,.11329888,.041679427,.14465958,1261587780,546627563
South Asia,SAS,1995,3.2,2.5853314,.79206496,.32951298,.16614051,.47301984,1261587780,999259481
South Asia,SAS,1995,5.5,2.5853314,.94521862,.56380492,.36795756,.95128196,1261587780,1192476300
South Asia,SAS,1996,1.9,2.6354642,.41985047,.10862356,.039659694,.13836408,1287476203,540547499
South Asia,SAS,1996,3.2,2.6354642,.78259116,.32187894,.16106275,.46038151,1287476203,1007567494
South Asia,SAS,1996,5.5,2.6354642,.94219005,.5570519,.36138713,.93550467,1287476203,1213047265
South Asia,SAS,2002,1.9,2.7786696,.39633775,.098280869,.034490187,.12355581,1442644044,571774283
South Asia,SAS,2002,3.2,2.7786696,.76317799,.30667645,.15046927,.43386689,1442644044,1100994166
South Asia,SAS,2002,5.5,2.7786696,.9316588,.54199618,.34758419,.90075558,1442644044,1344052048
South Asia,SAS,2003,1.9,2.8383501,.38513592,.094438046,.032886028,.11845122,1468324423,565504487
South Asia,SAS,2003,3.2,2.8383501,.75336891,.29966336,.1460672,.42264467,1468324423,1106189960
South Asia,SAS,2003,5.5,2.8383501,.92692298,.53507382,.34133369,.88571638,1468324423,1361023645
South Asia,SAS,2004,1.9,2.9218218,.36792284,.089132659,.030772028,.11151935,1493757846,549587650
South Asia,SAS,2004,3.2,2.9218218,.73775643,.28911936,.1396724,.40616214,1493757846,1102029502
South Asia,SAS,2004,5.5,2.9218218,.92046928,.52469766,.332003,.86351752,1493757846,1374958196
South Asia,SAS,2005,1.9,3.0019848,.34928727,.082988247,.028215984,.10338812,1518861546,530519020
South Asia,SAS,2005,3.2,3.0019848,.72410798,.27857721,.13288592,.38909033,1518861546,1099819727
South Asia,SAS,2005,5.5,3.0019848,.91489488,.51494712,.32281029,.84154546,1518861546,1389598650
South Asia,SAS,2006,1.9,3.0619102,.33515593,.078255855,.026333263,.09720926,1543610686,517350296
South Asia,SAS,2006,3.2,3.0619102,.71355087,.27037278,.12763944,.37590423,1543610686,1101444743
South Asia,SAS,2006,5.5,3.0619102,.91126657,.50751346,.31570783,.82472551,1543610686,1406640769
South Asia,SAS,2007,1.9,3.1363809,.31753436,.072705336,.024212198,.090063192,1568003175,497894888
South Asia,SAS,2007,3.2,3.1363809,.69858038,.2599116,.12118598,.35947362,1568003175,1095376280
South Asia,SAS,2007,5.5,3.1363809,.90602845,.49761051,.30654785,.80310792,1568003175,1420655494
South Asia,SAS,2008,1.9,3.1877954,.3038339,.068914399,.022787483,.085195415,1592010815,483706846
South Asia,SAS,2008,3.2,3.1877954,.68836081,.25265211,.11674322,.34811985,1592010815,1095877878
South Asia,SAS,2008,5.5,3.1877954,.90265274,.49073347,.30018649,.78813684,1592010815,1437032957
South Asia,SAS,2009,1.9,3.2409279,.29290959,.065346979,.02147582,.080637254,1615610187,473227709
South Asia,SAS,2009,3.2,3.2409279,.67769641,.24555714,.11247839,.33713087,1615610187,1094893186
South Asia,SAS,2009,5.5,3.2409279,.8996461,.48387462,.29392508,.77342433,1615610187,1453477375
South Asia,SAS,2010,1.9,3.3584056,.26677516,.058403581,.018902676,.071776643,1638792927,437189245
South Asia,SAS,2010,3.2,3.3584056,.65478456,.23071074,.10378262,.31445447,1638792927,1073056327
South Asia,SAS,2010,5.5,3.3584056,.89127439,.46912912,.28078201,.74248213,1638792927,1460614212
South Asia,SAS,2011,1.9,3.6670227,.20539343,.041459456,.012562799,.050175477,1661532158,341267788
South Asia,SAS,2011,3.2,3.6670227,.59666944,.19359109,.082163572,.25798178,1661532158,991385415
South Asia,SAS,2011,5.5,3.6670227,.8685962,.43157977,.24772334,.66449416,1661532158,1443200555
South Asia,SAS,2012,1.9,3.7625558,.19234,.037945211,.011310868,.045756303,1683740452,323850638
South Asia,SAS,2012,3.2,3.7625558,.57895368,.1841438,.077139296,.24421084,1683740452,974807749
South Asia,SAS,2012,5.5,3.7625558,.85980326,.42081597,.23892191,.64364737,1683740452,1447685578
South Asia,SAS,2013,1.9,3.9029477,.17048231,.032628693,.0094936844,.039148193,1705761545,290802158
South Asia,SAS,2013,3.2,3.9029477,.55075186,.16986036,.069541074,.22344317,1705761545,939451309
South Asia,SAS,2013,5.5,3.9029477,.84791356,.40450522,.22560546,.61214131,1705761545,1446338331
South Asia,SAS,2014,1.9,4.0324912,.15254048,.028393038,.0080913389,.033926804,1727632022,263533820
South Asia,SAS,2014,3.2,4.0324912,.52659696,.15777148,.063233584,.20605117,1727632022,909765822
South Asia,SAS,2014,5.5,4.0324912,.83638364,.39011535,.2141342,.58490407,1727632022,1444963185
Sub-Saharan Africa,SSA,1990,1.9,3.0243201,.55075639,.25013325,.14627838,.40673324,509451875,280583869
Sub-Saharan Africa,SSA,1990,3.2,3.0243201,.75478649,.4192667,.27668348,.75003141,509451875,384527390
Sub-Saharan Africa,SSA,1990,5.5,3.0243201,.89060545,.5952751,.44321519,1.1997864,509451875,453720615
Sub-Saharan Africa,SSA,1991,1.9,2.9363003,.56815147,.26294017,.15508161,.43031177,523726960,297556239
Sub-Saharan Africa,SSA,1991,3.2,2.9363003,.76526332,.43244606,.28843239,.78077334,523726960,400789042
Sub-Saharan Africa,SSA,1991,5.5,2.9363003,.89498115,.60573155,.45494384,1.2342563,523726960,468725766
Sub-Saharan Africa,SSA,1992,1.9,2.8247106,.58329958,.27300927,.16201778,.44626302,538246439,313958935
Sub-Saharan Africa,SSA,1992,3.2,2.8247106,.77577198,.44356155,.29795152,.80307674,538246439,417556512
Sub-Saharan Africa,SSA,1992,5.5,2.8247106,.90152872,.61533439,.46460187,1.2609144,538246439,485244624
Sub-Saharan Africa,SSA,1993,1.9,2.6971483,.59719241,.28115895,.16717303,.45828801,553020385,330259563
Sub-Saharan Africa,SSA,1993,3.2,2.6971483,.7879594,.45380703,.3059355,.82219601,553020385,435757596
Sub-Saharan Africa,SSA,1993,5.5,2.6971483,.90866274,.6238538,.47143814,1.2855296,553020385,502509026
Sub-Saharan Africa,SSA,1994,1.9,2.6548078,.60234636,.28776166,.17282532,.4723838,568072070,342176140
Sub-Saharan Africa,SSA,1994,3.2,2.6548078,.79125255,.45937872,.31182325,.83839965,568072070,449488473
Sub-Saharan Africa,SSA,1994,5.5,2.6548078,.91001642,.6279214,.47654334,1.3027364,568072070,516954902
Sub-Saharan Africa,SSA,1995,1.9,2.7027249,.59662443,.28317463,.16958226,.46366483,583413287,348078626
Sub-Saharan Africa,SSA,1995,3.2,2.7027249,.7866593,.45458001,.30757254,.82674074,583413287,458947498
Sub-Saharan Africa,SSA,1995,5.5,2.7027249,.90700501,.62360662,.47208482,1.2890893,583413287,529158780
Sub-Saharan Africa,SSA,1996,1.9,2.7704718,.58686006,.27585509,.16421849,.44963977,599067774,351568962
Sub-Saharan Africa,SSA,1996,3.2,2.7704718,.78100866,.44722265,.3008261,.8088156,599067774,467877133
Sub-Saharan Africa,SSA,1996,5.5,2.7704718,.90236956,.61703819,.46522039,1.2680347,599067774,540580522
Sub-Saharan Africa,SSA,1997,1.9,2.765552,.58467031,.27378052,.16277365,.4460493,615054341,359604022
Sub-Saharan Africa,SSA,1997,3.2,2.765552,.7809341,.44549245,.29905769,.80439246,615054341,480316912
Sub-Saharan Africa,SSA,1997,5.5,2.765552,.90234911,.61586219,.46371752,1.2634444,615054341,554993745
Sub-Saharan Africa,SSA,1998,1.9,2.7368727,.58384293,.27113113,.16024204,.44007707,631400703,368638851
Sub-Saharan Africa,SSA,1998,3.2,2.7368727,.78301299,.44430682,.29696789,.79887241,631400703,494394945
Sub-Saharan Africa,SSA,1998,5.5,2.7368727,.90381759,.61595064,.46277815,1.2589422,631400703,570671050
Sub-Saharan Africa,SSA,1999,1.9,2.7002704,.58249891,.26931638,.15926562,.43833274,648148338,377545713
Sub-Saharan Africa,SSA,1999,3.2,2.7002704,.78496909,.44358164,.29578686,.79748631,648148338,508776425
Sub-Saharan Africa,SSA,1999,5.5,2.7002704,.90606803,.61650252,.4624328,1.2587359,648148338,587266505
Sub-Saharan Africa,SSA,2000,1.9,2.6835871,.57826936,.26830465,.15953833,.43954867,665327588,384738570
Sub-Saharan Africa,SSA,2000,3.2,2.6835871,.7846821,.44214296,.29496279,.79755926,665327588,522070633
Sub-Saharan Africa,SSA,2000,5.5,2.6835871,.9067688,.61581022,.46149087,1.2589834,665327588,603298283
Sub-Saharan Africa,SSA,2001,1.9,2.6965182,.57129824,.26261404,.15519807,.42825648,682956023,390171576
Sub-Saharan Africa,SSA,2001,3.2,2.6965182,.78160471,.43701434,.28988579,.78380197,682956023,533801640
Sub-Saharan Africa,SSA,2001,5.5,2.6965182,.90649474,.6123451,.4570024,1.2444702,682956023,619096035
Sub-Saharan Africa,SSA,2002,1.9,2.7502141,.56158096,.25243247,.14661998,.40769154,701066197,393705439
Sub-Saharan Africa,SSA,2002,3.2,2.7502141,.77778447,.42882729,.28092787,.76044011,701066197,545278396
Sub-Saharan Africa,SSA,2002,5.5,2.7502141,.90571254,.6069333,.44963691,1.2202098,701066197,634964437
Sub-Saharan Africa,SSA,2003,1.9,2.7791073,.55150235,.24333122,.13956743,.39029357,719716165,396925139
Sub-Saharan Africa,SSA,2003,3.2,2.7791073,.77609938,.42114484,.27291194,.73986685,719716165,558571270
Sub-Saharan Africa,SSA,2003,5.5,2.7791073,.90686339,.60245538,.44308305,1.1994888,719716165,652684234
Sub-Saharan Africa,SSA,2004,1.9,2.9053736,.52725744,.22822,.12975612,.36480954,738983247,389634397
Sub-Saharan Africa,SSA,2004,3.2,2.9053736,.76193148,.40372324,.25838393,.70378065,738983247,563054607
Sub-Saharan Africa,SSA,2004,5.5,2.9053736,.90286565,.58904755,.4280532,1.1592002,738983247,667202568
Sub-Saharan Africa,SSA,2005,1.9,3.0263274,.51083785,.217915,.12280985,.34609702,758924664,387687456
Sub-Saharan Africa,SSA,2005,3.2,3.0263274,.75048476,.39173236,.24844839,.67736602,758924664,569561387
Sub-Saharan Africa,SSA,2005,5.5,3.0263274,.89879209,.57918948,.4174456,1.1288102,758924664,682115505
Sub-Saharan Africa,SSA,2006,1.9,3.1441393,.49853265,.20896743,.11618385,.32841665,779566846,388639537
Sub-Saharan Africa,SSA,2006,3.2,3.1441393,.73949766,.38175505,.23985411,.65366018,779566846,576487860
Sub-Saharan Africa,SSA,2006,5.5,3.1441393,.89265043,.57001024,.40813795,1.1006191,779566846,695880662
Sub-Saharan Africa,SSA,2007,1.9,3.2127268,.48683539,.19927153,.10850304,.30806673,800908567,389910636
Sub-Saharan Africa,SSA,2007,3.2,3.2127268,.73166078,.37218881,.23083855,.62835211,800908567,585993373
Sub-Saharan Africa,SSA,2007,5.5,3.2127268,.88851649,.56201053,.39930001,1.0720599,800908567,711620466
Sub-Saharan Africa,SSA,2008,1.9,3.2883906,.47379366,.18930276,.10121243,.2890572,822945490,389906349
Sub-Saharan Africa,SSA,2008,3.2,3.2883906,.72281283,.36188811,.22156054,.60361797,822945490,594835553
Sub-Saharan Africa,SSA,2008,5.5,3.2883906,.88424623,.55338693,.38991457,1.0437933,822945490,727686431
Sub-Saharan Africa,SSA,2009,1.9,3.2934959,.47047991,.18742318,.10017247,.28631341,845655209,397863771
Sub-Saharan Africa,SSA,2009,3.2,3.2934959,.72070557,.35960099,.21977559,.59934092,845655209,609468396
Sub-Saharan Africa,SSA,2009,5.5,3.2934959,.88363105,.55149436,.38790613,1.0387456,845655209,747247196
Sub-Saharan Africa,SSA,2010,1.9,3.4094281,.4528043,.17593814,.092318758,.26544288,869025115,393498317
Sub-Saharan Africa,SSA,2010,3.2,3.4094281,.70758301,.34662795,.20880596,.5704391,869025115,614907405
Sub-Saharan Africa,SSA,2010,5.5,3.4094281,.87755698,.54014868,.37610164,1.0047714,869025115,762619050
Sub-Saharan Africa,SSA,2011,1.9,3.4098997,.44929951,.18053335,.10030681,.5455454,893045863,401245084
Sub-Saharan Africa,SSA,2011,3.2,3.4098997,.70499015,.34799385,.21327217,.84878087,893045863,629588546
Sub-Saharan Africa,SSA,2011,5.5,3.4098997,.87580216,.5399406,.37781456,1.2817795,893045863,782131483
Sub-Saharan Africa,SSA,2012,1.9,3.4766178,.4351477,.16501619,.084992848,.2460164,917725880,399346303
Sub-Saharan Africa,SSA,2012,3.2,3.4766178,.69671613,.33403569,.19826202,.54300815,917725880,639394445
Sub-Saharan Africa,SSA,2012,5.5,3.4766178,.87250292,.52963859,.36490312,.97306436,917725880,800718500
Sub-Saharan Africa,SSA,2013,1.9,3.521755,.42521083,.15979348,.081811689,.23753348,943039474,400990587
Sub-Saharan Africa,SSA,2013,3.2,3.521755,.68897957,.32704312,.19298017,.52947277,943039474,649734922
Sub-Saharan Africa,SSA,2013,5.5,3.521755,.86854404,.52325386,.35862631,.95641649,943039474,819071307
Sub-Saharan Africa,SSA,2014,1.9,3.5753245,.4136692,.15391229,.07831341,.22810331,968958352,400828211
Sub-Saharan Africa,SSA,2014,3.2,3.5753245,.67906308,.31884572,.18697257,.51397461,968958352,657983836
Sub-Saharan Africa,SSA,2014,5.5,3.5753245,.86326152,.51541644,.35117987,.9368149,968958352,836464486
Sub-Saharan Africa,SSA,2015,1.9,3.5686607,.41336387,.15340009,.077830344,.22695975,995458498,411486589
Sub-Saharan Africa,SSA,2015,3.2,3.5686607,.67785478,.31810078,.18642011,.5122906,995458498,674776296
Sub-Saharan Africa,SSA,2015,5.5,3.5686607,.86298352,.51471096,.35050428,.93475676,995458498,859064256
Sub-Saharan Africa,SSA,2016,1.9,3.5899734,.40857425,.15206602,.077228777,.22495678,1022530245,417779542
Sub-Saharan Africa,SSA,2016,3.2,3.5899734,.67289352,.31521013,.18474725,.50761187,1022530245,688054009
Sub-Saharan Africa,SSA,2016,5.5,3.5899734,.86081976,.51167822,.34788176,.92824543,1022530245,880214224
Sub-Saharan Africa,SSA,2017,1.9,3.6413558,.39977461,.14923336,.075919025,.22090471,1050162810,419828419
Sub-Saharan Africa,SSA,2017,3.2,3.6413558,.66393912,.30988699,.18146326,.49889269,1050162810,697244195
Sub-Saharan Africa,SSA,2017,5.5,3.6413558,.85694057,.50614047,.34300563,.91622442,1050162810,899927139
Sub-Saharan Africa,SSA,2018,1.9,3.7066586,.3893356,.14539877,.073989384,.21529679,1078319512,419828171
Sub-Saharan Africa,SSA,2018,3.2,3.7066586,.65369606,.30354476,.17727101,.4880574,1078319512,704893217
Sub-Saharan Africa,SSA,2018,5.5,3.7066586,.8528195,.49974984,.33721823,.90175927,1078319512,919611908
Sub-Saharan Africa,SSA,2019,1.9,3.7433455,.38331512,.14303468,.072857134,.21198246,1106957870,424313686
Sub-Saharan Africa,SSA,2019,3.2,3.7433455,.647017,.29949331,.17464374,.48133433,1106957870,716220585
Sub-Saharan Africa,SSA,2019,5.5,3.7433455,.85012984,.49559757,.33349198,.89261162,1106957870,941057925
World,WLD,1981,1.9,9.7007933,.42639947,.18101786,.097227022,.27363265,4512627207.8,1924181856
World,WLD,1981,3.2,9.7007933,.57308364,.31578445,.20222291,.53842831,4512627207.8,2586112726
World,WLD,1981,5.5,9.7007933,.66417009,.47700858,.38563421,.87552458,4512627207.8,2997151954
World,WLD,1982,1.9,9.6529312,.42129201,.17292765,.090685688,.25809509,4593894313.1,1935370982
World,WLD,1982,3.2,9.6529312,.57422447,.31048971,.19565502,.52218062,4593894313.1,2637926501
World,WLD,1982,5.5,9.6529312,.66667241,.47717676,.38457382,.86017811,4593894313.1,3062622588
World,WLD,1983,1.9,9.7837667,.4127875,.16275682,.083166949,.23984542,4675884422.6,1930146640
World,WLD,1983,3.2,9.7837667,.57584375,.30341601,.18739501,.50239366,4675884422.6,2692578840
World,WLD,1983,5.5,9.7837667,.67007822,.47764149,.38339993,.84189469,4675884422.6,3133208423
World,WLD,1984,1.9,9.9062071,.39565778,.14740293,.0727029,.21377701,4757600611.4,1882381718
World,WLD,1984,3.2,9.9062071,.57199425,.29050034,.17437558,.47136179,4757600611.4,2721320170
World,WLD,1984,5.5,9.9062071,.67047191,.43244603,.30795953,.810211,4757600611.4,3189837657
World,WLD,1985,1.9,10.023499,.38031521,.1382931,.067424268,.19967824,4840833114.6,1841042532
World,WLD,1985,3.2,10.023499,.56641066,.28088975,.16612062,.45179081,4840833114.6,2741899428
World,WLD,1985,5.5,10.023499,.66919506,.42580429,.29994079,.78922117,4840833114.6,3239461629
World,WLD,1986,1.9,10.312546,.36698925,.13185969,.064079419,.19017591,4926459336,1807957601
World,WLD,1986,3.2,10.312546,.55817664,.27268291,.15989669,.43655843,4926459336,2749834491
World,WLD,1986,5.5,10.312546,.66449106,.41852534,.29269716,.77063274,4926459336,3273588201
World,WLD,1987,1.9,10.357554,.35669535,.12666842,.061430141,.18221763,5014325797.8,1788586655
World,WLD,1987,3.2,10.357554,.55604213,.2671015,.15520403,.42551413,5014325797.8,2788176343
World,WLD,1987,5.5,10.357554,.66837013,.41611588,.28859189,.76048636,5014325797.8,3351425601
World,WLD,1988,1.9,10.518317,.33860695,.11763303,.05658032,.16865796,5103119944.9,1727951949
World,WLD,1988,3.2,10.518317,.54794538,.25626987,.14658174,.40483031,5103119944.9,2796231104
World,WLD,1988,5.5,10.518317,.66844314,.40863174,.27969903,.73777664,5103119944.9,3411145492
World,WLD,1989,1.9,10.646587,.3692925,.13300839,.064502679,.19071794,5191878475,1917321747
World,WLD,1989,3.2,10.646587,.55653739,.27305207,.1605715,.43676832,5191878475,2889474493
World,WLD,1989,5.5,10.646587,.6688301,.41941944,.29323199,.77138561,5191878475,3472484566
World,WLD,1990,1.9,10.650426,.36303464,.12913185,.06227348,.1853976,5280062644,1916845657
World,WLD,1990,3.2,10.650426,.55455345,.26911473,.15715657,.42920965,5280062644,2928076891
World,WLD,1990,5.5,10.650426,.6702922,.41715562,.29008746,.76381534,5280062644,3539184650
World,WLD,1991,1.9,10.545866,.3594197,.12773286,.061796825,.18338224,5368139818,1929415237
World,WLD,1991,3.2,10.545866,.55428493,.26759711,.15596791,.4257454,5368139818,2975479097
World,WLD,1991,5.5,10.545866,.67331368,.41704243,.28918636,.76139063,5368139818,3614442049
World,WLD,1992,1.9,10.449069,.35017559,.12371518,.059972346,.17726892,5454489392,1910029094
World,WLD,1992,3.2,10.449069,.5505442,.26252288,.15215649,.41552544,5454489392,3002937366
World,WLD,1992,5.5,10.449069,.67728108,.4144671,.28530788,.75158113,5454489392,3694222506
World,WLD,1993,1.9,10.436272,.34128943,.11997136,.058150779,.17172383,5539658009,1890626800
World,WLD,1993,3.2,10.436272,.54621512,.25751546,.14847365,.40588462,5539658009,3025844888
World,WLD,1993,5.5,10.436272,.68130112,.41159859,.28116521,.74206966,5539658009,3774175056
World,WLD,1994,1.9,10.56822,.33060116,.1125551,.053845383,.16171195,5623744597,1859216387
World,WLD,1994,3.2,10.56822,.53960133,.24881496,.14145459,.38970625,5623744597,3034579932
World,WLD,1994,5.5,10.56822,.68205512,.40551636,.27391288,.72433251,5623744597,3835703725
World,WLD,1995,1.9,10.764052,.3116661,.10469814,.049890403,.14926559,5706753581,1778601719
World,WLD,1995,3.2,10.764052,.52786475,.2383467,.13377093,.37017289,5706753581,3012394232
World,WLD,1995,5.5,10.764052,.67455178,.39557588,.26448691,.69956422,5706753581,3849500653
