country_code,data_level,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46
ALB,rural,1681437,1711648,1740858,1769877,1798543,1829633,1861315,1893194,1924635,1954134,1985256,2014614,2060783,2089320,2067878,2037549,2007405,1977318,1947385,1917515,1887867,1858316,1828925,1799636,1761589,1723790,1684768,1645111,1604189,1561661,1517619,1473922,1432259,1393502,1358266,1324613,1291587,1258985,1226200,1195854,1167112,1137407,1106598,1075164
ALB,urban,832109,854618,876974,902120,927513,954645,982645,1011235,1040127,1068501,1098349,1127722,1167160,1197222,1198912,1209490,1219882,1230218,1240399,1250518,1260414,1270214,1279853,1289391,1298584,1327220,1354848,1381828,1407298,1430886,1452398,1473392,1495260,1519519,1546929,1575788,1603505,1630119,1654503,1680247,1706345,1728969,1747593,1762579
AND,national,32769,33744,34825,36063,37498,39115,40854,42706,44593,46520,48459,50433,52452,54508,56666,58882,60974,62676,63860,64363,64318,64140,64368,65390,67344,70048,73180,76250,78871,80995,82682,83860,84461,84454,83748,82427,80770,79213,77993,77295,76997,77008,77146,77265
AND,rural,3467,3247,3045,2862,2700,2553,2415,2285,2159,2175,2337,2508,2690,2882,3100,3342,3591,3830,4048,4232,4386,4537,4721,4973,5350,5855,6435,7052,7662,8256,8840,9221,9365,9443,9442,9371,9259,9156,9090,9084,9124,9193,9270,9337
AND,urban,29302,30497,31780,33201,34798,36562,38439,40421,42434,44345,46122,47925,49762,51626,53566,55540,57383,58846,59812,60131,59932,59603,59647,60417,61994,64193,66745,69198,71209,72739,73842,74639,75096,75011,74306,73056,71511,70057,68903,68211,67873,67815,67876,67928
ARE,national,735347,835498,931752,1019507,1096602,1164816,1228457,1293970,1366165,1446386,1533526,1627068,1725676,1828437,1937159,2052892,2173135,2294377,2415099,2539121,2671361,2813214,2966029,3134067,3302722,3478769,3711931,4068577,4588222,5300172,6168846,7089486,7917368,8549998,8946778,9141598,9197908,9214182,9262896,9360975,9487206,9630966,9770526,9890400
ARE,rural,146290,164518,181598,196663,211831,227535,242657,258458,275911,294716,314649,336169,359010,383039,408624,436034,464747,494048,523618,546089,562642,580141,598841,619417,638912,658635,687747,737592,813859,919686,1047285,1177776,1287206,1360561,1393640,1394185,1373616,1347574,1327002,1313813,1304681,1298062,1290784,1281005
ARE,urban,589057,670980,750154,822844,884771,937281,985800,1035512,1090254,1151670,1218877,1290899,1366666,1445398,1528535,1616858,1708388,1800329,1891481,1993032,2108719,2233073,2367188,2514650,2663810,2820134,3024184,3330985,3774363,4380486,5121561,5911710,6630162,7189437,7553138,7747413,7824292,7866608,7935894,8047162,8182525,8332904,8479742,8609395
ARG,national,26661397,27061041,27471046,27896532,28338514,28794550,29262048,29737096,30216284,30698964,31184412,31668940,32148137,32618648,33079002,33529320,33970103,34402669,34828168,35246376,35657438,36063451,36467218,36870796,37275644,37681743,38087866,38491970,38892924,39289876,39684303,40080159,40482786,40788453,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712,45376763
ARG,rural,4864372,4833373,4803038,4773934,4728848,4676523,4625159,4573268,4520960,4468234,4414777,4359863,4303671,4245643,4191771,4177083,4160658,4142081,4122262,4100563,4077785,4053893,4028898,4003431,3977684,3952815,3928382,3903086,3877236,3850408,3823186,3795591,3768543,3732551,3717660,3705497,3693179,3679391,3664923,3649822,3634137,3617403,3599141,3579773
ARG,urban,21797025,22227668,22668008,23122598,23609666,24118028,24636890,25163828,25695324,26230730,26769634,27309076,27844466,28373005,28887231,29352237,29809445,30260588,30705906,31145813,31579653,32009558,32438320,32867365,33297960,33728928,34159484,34588884,35015688,35439468,35861117,36284568,36714243,37055902,37543830,38027774,38509756,38990109,39467043,39940546,40410674,40877099,41339571,41796990
ARM,national,2944375,2997419,3049107,3099759,3148096,3193696,3238592,3285593,3335935,3392264,3451947,3504667,3536473,3538164,3505249,3442820,3363111,3283664,3217349,3168213,3133081,3108691,3089020,3069597,3050686,3033976,3017938,3000715,2981262,2958301,2932615,2907615,2888094,2877314,2876536,2884239,2897593,2912403,2925559,2936147,2944789,2951741,2957728,2963234
ARM,rural,1035802,1036537,1041605,1052368,1062199,1070942,1079261,1088090,1097856,1109406,1121848,1131797,1142634,1152698,1151474,1140331,1123077,1105544,1092065,1084131,1080788,1081016,1082794,1084611,1086502,1085071,1082323,1079117,1075103,1069751,1063396,1057209,1052999,1051946,1054538,1060246,1067357,1074327,1079970,1083967,1086539,1087746,1087882,1087122
ARM,urban,1908573,1960882,2007502,2047391,2085897,2122754,2159331,2197503,2238079,2282858,2330099,2372870,2393839,2385466,2353775,2302489,2240034,2178120,2125284,2084082,2052293,2027675,2006226,1984986,1964184,1948905,1935615,1921598,1906159,1888550,1869219,1850406,1835095,1825368,1821998,1823993,1830236,1838076,1845589,1852180,1858250,1863995,1869846,1876112
ASM,national,30834,31262,31842,32648,33697,34969,36413,37946,39521,41114,42741,44346,45894,47351,48682,49900,51025,52099,53158,54209,55227,56180,57049,57816,58496,59077,59495,59684,59557,59109,58367,57490,56675,56084,55755,55669,55717,55791,55806,55739,55617,55461,55312,55197
ASM,rural,8288,8285,8320,8381,8410,8482,8583,8688,8789,8877,8959,9020,9058,9021,8818,8588,8341,8083,7825,7566,7306,7041,6771,6599,6732,6856,6963,7044,7087,7093,7062,7014,6973,6958,6968,7003,7049,7092,7122,7136,7136,7125,7109,7091
ASM,urban,22546,22977,23522,24267,25287,26487,27830,29258,30732,32237,33782,35326,36836,38330,39864,41312,42684,44016,45333,46643,47921,49139,50278,51217,51764,52221,52532,52640,52470,52016,51305,50476,49702,49126,48787,48666,48668,48699,48684,48603,48481,48336,48203,48106
ATG,national,62162,62038,61948,61861,61789,61780,61779,61784,61785,61754,61713,61758,62007,62533,63363,64459,65777,67201,68672,70176,71707,73219,74674,76007,77212,78298,79311,80347,81462,82715,84029,85394,86743,88030,89250,90407,91510,92562,93571,94520,95425,96282,97115,97928
ATG,rural,40793,40662,40552,40446,40349,40294,40243,40197,40147,40077,40001,39980,40091,40380,40891,41844,42946,44128,45350,46604,47885,49163,50412,51588,52705,53949,55150,56374,57660,59054,60499,61992,63480,64933,66310,67330,68312,69260,70178,71036,71843,72598,73316,74001
ATG,urban,21369,21376,21396,21415,21440,21486,21536,21587,21638,21677,21712,21778,21916,22153,22472,22615,22831,23073,23322,23572,23822,24056,24262,24419,24507,24349,24161,23973,23802,23661,23530,23402,23263,23097,22940,23077,23198,23302,23393,23484,23582,23684,23799,23927
AUS,national,14192000,14358000,14514000,14692000,14927000,15178000,15369000,15544000,15758000,16018400,16263900,16532200,16814400,17065100,17284000,17495000,17667000,17855000,18072000,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24601860,24982688,25365745,25687041
AUS,rural,2114608,2117518,2118609,2122700,2134561,2175007,2206835,2236626,2271988,2314338,2354687,2398326,2444309,2485873,2522945,2574389,2622313,2673251,2729233,2789315,2844952,2899644,2958134,3019470,3086667,3100598,3115023,3127194,3144470,3166779,3161213,3199492,3240089,3264665,3283984,3318631,3353116,3380029,3405449,3435109,3467878,3494578,3519751,3534280
AUS,urban,12077392,12240482,12395391,12569300,12792439,13002993,13162165,13307374,13486012,13704062,13909213,14133874,14370091,14579227,14761055,14920611,15044687,15181749,15342767,15521685,15672048,15811356,15967866,16133530,16326333,16550802,16780377,17000206,17250330,17531121,17666387,18049708,18451611,18767085,19056040,19414834,19775013,20095657,20410546,20755798,21133982,21488110,21845994,22152761
AUT,national,7568430,7562305,7549425,7549433,7568710,7574140,7561910,7561434,7564985,7569794,7574586,7585317,7619567,7677850,7754891,7840709,7905633,7936118,7948278,7959017,7968041,7976789,7992324,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479823,8546356,8642699,8736668,8797566,8840521,8879920,8917205
AUT,rural,2621628,2618751,2613535,2612783,2621498,2643375,2659070,2679016,2700321,2722325,2744348,2768641,2801639,2843876,2893427,2946774,2992756,3026042,3052457,3078548,3103950,3129454,3157687,3187562,3222225,3260666,3299328,3342824,3388796,3428840,3463449,3497858,3530644,3562894,3598756,3612504,3617832,3629979,3654565,3677700,3686708,3686762,3683835,3678525
AUT,urban,4946802,4943554,4935890,4936650,4947212,4930765,4902840,4882418,4864664,4847469,4830238,4816676,4817928,4833974,4861464,4893935,4912877,4910076,4895821,4880469,4864091,4847335,4834637,4824004,4820068,4821291,4822095,4829142,4839033,4839801,4832038,4823638,4812679,4800510,4792887,4817487,4861991,4916377,4988134,5058968,5110858,5153759,5196085,5238680
AZE,national,5863138,5957927,6053635,6150735,6249312,6349555,6452067,6557581,6666447,6778631,6893486,7010027,7126877,7175200,7271300,7382050,7494800,7596550,7684850,7763000,7838250,7913000,7982750,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9535079,9649341,9757812,9854033,9939771,10024283,10093121
AZE,rural,2797069,2830492,2866093,2904562,2943613,2983148,3023503,3062456,3100031,3138710,3178242,3218023,3274301,3318602,3385445,3459819,3535747,3607222,3672897,3734314,3794654,3855372,3896779,3912746,3926875,3939942,3953356,3971421,3995444,4022610,4051232,4119674,4188204,4218775,4252916,4286937,4318074,4345898,4369801,4388966,4400516,4405307,4407577,4400904
AZE,urban,3066069,3127435,3187542,3246173,3305699,3366407,3428564,3495125,3566416,3639921,3715244,3792004,3852576,3856598,3885855,3922231,3959053,3989328,4011953,4028686,4043596,4057628,4085971,4135854,4184325,4232008,4280744,4335079,4396406,4461940,4530068,4643726,4759039,4835557,4920166,5008847,5098727,5189181,5279540,5368846,5453517,5534464,5616706,5692217
BDI,national,3854446,3949264,4051239,4157296,4266520,4379727,4497544,4621096,4750832,4886745,5027143,5168703,5307069,5438959,5564923,5685569,5798054,5898964,5987044,6060110,6122130,6185564,6267132,6378871,6525546,6704118,6909161,7131688,7364857,7607850,7862226,8126104,8397661,8675606,8958406,9245992,9540302,9844301,10160034,10488002,10827010,11175379,11530577,11890781
BDI,rural,3706512,3791096,3881978,3976911,4074399,4175019,4279413,4388516,4502791,4622030,4744618,4867368,4986151,5097882,5205707,5308218,5402453,5485211,5555318,5610935,5655746,5701234,5763505,5852869,5973420,6122066,6293693,6479923,6674402,6876203,7086696,7303905,7526320,7752348,7980596,8210996,8444885,8685036,8932905,9188748,9451330,9719004,9989400,10260793
BDI,urban,147934,158168,169261,180385,192121,204708,218131,232580,248041,264715,282525,301335,320918,341077,359216,377351,395601,413753,431726,449175,466384,484330,503627,526002,552126,582052,615468,651765,690455,731647,775530,822199,871341,923258,977810,1034996,1095417,1159265,1227129,1299254,1375680,1456375,1541177,1629988
BEL,national,9830358,9839534,9848382,9859242,9858982,9856303,9855520,9855372,9858308,9861823,9870234,9901664,9937697,9967379,10004486,10045158,10084475,10115603,10136811,10156637,10181245,10203008,10226419,10251250,10286570,10332785,10376133,10421137,10478617,10547958,10625700,10709973,10796493,10895586,11038264,11106932,11159407,11209057,11274196,11331422,11375158,11427054,11488980,11555997
BEL,rural,510589,491485,473116,455398,440204,430030,420141,410476,401233,392205,383459,375867,368490,361118,354059,347362,340654,333815,326709,319832,313175,306498,300145,294313,289464,285082,280571,276160,272130,268551,265111,261859,258792,255937,254101,250572,246734,242900,239464,235807,231939,228427,225069,221991
BEL,urban,9319769,9348049,9375266,9403844,9418778,9426273,9435379,9444896,9457075,9469618,9486775,9525797,9569207,9606261,9650427,9697796,9743821,9781788,9810102,9836805,9868070,9896510,9926274,9956937,9997106,10047703,10095562,10144977,10206487,10279407,10360589,10448114,10537701,10639649,10784163,10856360,10912673,10966157,11034732,11095615,11143219,11198627,11263911,11334006
BEN,national,3433445,3523933,3618519,3717161,3820126,3927717,4039940,4156819,4278502,4404504,4535262,4672844,4820020,4978489,5149496,5331805,5521761,5714215,5905552,6094272,6281644,6470275,6664102,6865946,7076728,7295400,7520556,7750003,7982223,8216893,8454790,8696915,8944713,9199254,9460829,9729254,10004594,10286839,10575962,10872072,11175192,11485035,11801151,12123198
BEN,rural,2599358,2623498,2653243,2700926,2750109,2800776,2852844,2906198,2960895,3016336,3072821,3131506,3194227,3261657,3334453,3421579,3526417,3631555,3734789,3835064,3933251,4031046,4130744,4234023,4341573,4447568,4547229,4646979,4745990,4843941,4941148,5038210,5136054,5235019,5335151,5436221,5538343,5640685,5743276,5846022,5948778,6051235,6153002,6253752
BEN,urban,834087,900435,965276,1016235,1070017,1126941,1187096,1250621,1317607,1388168,1462441,1541338,1625793,1716832,1815043,1910226,1995344,2082660,2170763,2259208,2348393,2439229,2533358,2631923,2735155,2847832,2973327,3103024,3236233,3372952,3513642,3658705,3808659,3964235,4125678,4293033,4466251,4646154,4832686,5026050,5226414,5433800,5648149,5869446
BFA,national,6398933,6530820,6671656,6822837,6985166,7158259,7340910,7531239,7727908,7930689,8140080,8356313,8579818,8811033,9050086,9297110,9552473,9816584,10089880,10372734,10665552,10968722,11282696,11607951,11944589,12293097,12654624,13030576,13421935,13829173,14252029,14689725,15141098,15605211,16081915,16571252,17072791,17586029,18110616,18646350,19193236,19751466,20321383,20903278
BFA,rural,5941345,6030037,6123379,6222086,6326605,6435919,6548385,6661833,6774748,6913023,7076009,7243586,7416137,7593789,7776739,7964834,8158481,8357840,8563180,8774607,8972396,9157786,9345908,9536628,9730062,9925692,10124205,10325819,10531253,10739874,10974632,11232645,11495273,11761179,12029916,12301337,12574793,12849408,13124763,13400386,13676524,13952831,14229032,14505412
BFA,urban,457588,500783,548277,600751,658561,722340,792525,869406,953160,1017666,1064071,1112727,1163681,1217244,1273347,1332276,1393992,1458744,1526700,1598127,1693156,1810936,1936788,2071323,2214527,2367405,2530419,2704757,2890682,3089299,3277397,3457080,3645825,3844032,4051999,4269915,4497998,4736621,4985853,5245964,5516712,5798635,6092351,6397866
BGD,national,73463593,75450033,77529040,79639498,81767520,83932128,86142488,88416528,90764176,93187593,95671160,98186352,100695496,103171957,105599125,107983708,110350641,112737684,115169933,117649927,120160571,122682818,125189655,127657862,130088709,132478077,134791598,136986429,139035505,140921154,142660381,144304164,145924795,147575433,149273134,151005733,152761413,154517385,156256287,157977151,159685421,161376713,163046173,164689383
BGD,rural,64919777,65921448,66906786,67812236,68847432,70325056,71816128,73332672,74884080,76468807,78072448,79669384,81231057,82732561,84207910,85728266,87214526,88692991,90186119,91691647,93198942,94689053,96143151,97543372,98742534,99681804,100515443,101213793,101761476,102143880,102377369,102502134,102571998,102621005,102662598,102694469,102713719,102699980,102647880,102554027,102425423,102261195,102058752,101815917
BGD,urban,8543816,9528585,10622254,11827262,12920085,13607077,14326358,15083860,15880101,16718786,17598710,18516964,19464439,20439396,21391215,22255442,23136115,24044693,24983814,25958280,26961629,27993765,29046504,30114490,31346175,32796273,34276155,35772636,37274029,38777274,40283012,41802030,43352797,44954428,46610536,48311264,50047694,51817405,53608407,55423124,57259998,59115518,60987421,62873466
BGR,national,8804183,8814032,8825940,8861535,8891117,8917457,8939738,8960679,8960547,8958171,8971359,8981446,8876972,8718289,8632367,8540164,8472313,8443591,8406067,8362826,8312068,8256786,8210624,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991,7127822,7075947,7025037,6975761,6934015
BGR,rural,3572033,3496879,3423053,3358522,3325011,3290185,3253796,3216973,3172930,3135449,3108935,3081354,3015064,2931350,2873111,2813472,2767905,2739354,2708267,2675519,2640661,2604686,2571814,2541005,2469539,2388453,2342006,2297078,2252963,2209465,2167172,2126239,2087198,2048433,2010650,1974416,1938841,1903435,1866995,1829783,1792408,1755697,1719734,1685936
BGR,urban,5232150,5317153,5402887,5503013,5566106,5627272,5685942,5743706,5787617,5822722,5862424,5900092,5861908,5786939,5759256,5726692,5704408,5704237,5697800,5687307,5671407,5652100,5638810,5629167,5539603,5448708,5433321,5419782,5406009,5391557,5378166,5366322,5357245,5347166,5337678,5331472,5326274,5320503,5310996,5298039,5283539,5269340,5256027,5248079
BHR,national,303169,323468,342804,359897,374120,385953,396451,407233,419428,433478,448981,465198,481081,495927,509762,523082,536212,549590,563698,578661,594927,613697,636540,664610,697550,735140,778708,829846,889157,958423,1035924,1114645,1185075,1240864,1278153,1299942,1315029,1336073,1371853,1425793,1494077,1569440,1641164,1701583
BHR,rural,44160,46389,48397,50022,51191,51984,52561,53144,53876,54805,55867,56968,57975,58817,59494,60688,62227,63796,65457,67211,69119,71318,73991,77281,81132,85475,90463,96270,102947,110679,119256,127850,135347,141037,144495,146087,146823,148104,150918,155554,161569,168134,174062,178564
BHR,urban,259009,277079,294407,309875,322929,333969,343890,354089,365552,378673,393114,408230,423106,437110,450268,462394,473985,485794,498241,511450,525808,542379,562549,587329,616418,649665,688245,733576,786210,847744,916668,986795,1049728,1099827,1133658,1153855,1168206,1187969,1220935,1270239,1332508,1401306,1467102,1523019
BHS,national,197100,201482,205991,210589,215321,220182,225095,229913,234579,239020,243265,247451,251738,256227,261007,266028,271065,275849,280179,283980,287363,290600,294063,298045,302618,307657,313123,318893,324848,331032,337387,343680,349600,354936,359583,363581,367162,370625,374200,377923,381749,385635,389486,393248
BHS,rural,56635,56659,56680,56644,56322,55990,55632,55209,54718,54145,53501,52821,52150,51660,52027,52426,52809,53129,53343,53445,53461,53438,53449,53627,54323,55095,55943,56839,57764,58725,59711,60684,61582,62373,63013,63510,63901,64237,64564,64882,65184,65462,65698,65889
BHS,urban,140465,144823,149311,153945,158999,164192,169463,174704,179861,184875,189764,194630,199588,204567,208980,213602,218256,222720,226836,230535,233902,237162,240614,244418,248295,252562,257180,262054,267084,272307,277676,282996,288018,292563,296570,300071,303261,306388,309636,313041,316565,320173,323788,327359
BIH,national,4063188,4100355,4138816,4179850,4222479,4265183,4307907,4350566,4392135,4435925,4479516,4509462,4507819,4463422,4369320,4233673,4078940,3936527,3829049,3764419,3736070,3734338,3743353,3751176,3755514,3759389,3762179,3764194,3765332,3765422,3762791,3754261,3735945,3705478,3661173,3604972,3542598,3482106,3429362,3386263,3351534,3323929,3300998,3280815
BIH,rural,2724083,2714107,2703888,2694206,2690479,2703827,2716868,2729502,2741175,2753867,2766101,2769576,2753601,2711573,2640031,2544988,2439369,2341997,2266146,2216113,2187768,2175065,2168562,2161278,2151985,2142325,2132027,2121199,2109904,2098018,2084549,2067847,2045841,2017336,1981500,1939511,1894617,1851088,1811629,1777179,1746954,1720299,1695855,1672559
BIH,urban,1339105,1386248,1434928,1485644,1532000,1561356,1591039,1621064,1650960,1682058,1713415,1739886,1754218,1751849,1729289,1688685,1639571,1594530,1562903,1548306,1548302,1559273,1574791,1589898,1603529,1617064,1630152,1642995,1655428,1667404,1678242,1686414,1690104,1688142,1679673,1665461,1647981,1631018,1617733,1609084,1604580,1603630,1605143,1608256
BLR,national,9463000,9525000,9584000,9643000,9710000,9776000,9843000,9910000,9975000,10043000,10111000,10140000,10170000,10189348,10194050,10216470,10239050,10226955,10193831,10159569,10117433,10071963,10026738,9979610,9928549,9865548,9796749,9730146,9663915,9604924,9560953,9527985,9504583,9483836,9461643,9446836,9443211,9448515,9461076,9469379,9458989,9438785,9419758,9379952
BLR,rural,4443919,4357973,4274272,4194898,4118594,4041007,3963186,3884720,3807158,3730271,3653104,3561979,3500006,3466314,3427851,3395342,3363016,3319567,3269569,3219771,3168072,3115862,3059960,2996577,2933092,2867027,2800401,2735436,2671686,2611003,2555356,2503383,2454844,2402066,2347623,2295865,2247579,2202165,2158923,2115365,2068303,2020372,1974004,1924485
BLR,urban,5019081,5167027,5309728,5448102,5591406,5734993,5879814,6025280,6167842,6312729,6457896,6578021,6669994,6723034,6766199,6821128,6876034,6907388,6924262,6939798,6949361,6956101,6966778,6983033,6995457,6998521,6996348,6994710,6992229,6993921,7005597,7024602,7049739,7081770,7114020,7150971,7195632,7246350,7302153,7354014,7390686,7418413,7445754,7455467
BLZ,national,136990,138975,141302,144142,147572,151486,155820,160341,164918,169569,174333,179023,183471,187554,191136,194324,197625,201679,206962,213660,221575,230248,238979,247310,255068,262387,269428,276516,283798,291338,299031,306822,314655,322465,330236,338001,345707,353366,360926,368399,375775,383071,390351,397621
BLZ,rural,68695,69911,71305,72973,74992,77270,79778,82399,85066,87789,90589,93368,96038,98531,100784,102877,105042,107622,110880,114919,119644,124811,130048,135036,139316,143358,147250,151171,155201,159374,163633,167948,172289,176621,180877,185069,189164,193168,197044,200796,204418,207916,211313,214616
BLZ,urban,68295,69064,69997,71169,72580,74216,76042,77942,79852,81780,83744,85655,87433,89023,90352,91447,92583,94057,96082,98741,101931,105437,108931,112274,115752,119029,122178,125345,128597,131964,135398,138874,142366,145844,149359,152932,156543,160198,163882,167603,171357,175155,179038,183005
BMU,national,53400,53600,53800,54670,55050,55449,55930,56423,56898,57382,57849,58347,58841,59326,59021,58595,58910,59320,59746,60129,60497,60943,61285,61833,62504,62912,63325,63740,64154,64523,64888,65273,65636,65124,64564,64798,65001,65138,65237,64554,63873,63919,63913,63903
BMU,rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMU,urban,53400,53600,53800,54670,55050,55449,55930,56423,56898,57382,57849,58347,58841,59326,59021,58595,58910,59320,59746,60129,60497,60943,61285,61833,62504,62912,63325,63740,64154,64523,64888,65273,65636,65124,64564,64798,65001,65138,65237,64554,63873,63919,63913,63903
BOL,national,5228253,5344946,5462413,5579932,5697098,5814344,5932812,6054126,6179460,6309129,6442824,6580318,6721117,6864839,7011456,7160917,7312857,7466792,7622334,7779268,7937453,8096761,8257066,8418270,8580244,8742822,8905820,9069044,9232301,9395449,9558438,9721457,9884790,10048597,10212951,10377677,10542375,10706517,10869732,11031822,11192853,11353140,11513102,11673029
BOL,rural,3009069,3022995,3034753,3043797,3050283,3054159,3056229,3057091,3057659,3057719,3057184,3055702,3053336,3049567,3044444,3040454,3065623,3090132,3113723,3136445,3158154,3178869,3198457,3216874,3234237,3253816,3273067,3291065,3307933,3323358,3337615,3350500,3362410,3373314,3383142,3391944,3405293,3421053,3435596,3448768,3460830,3471223,3480065,3487551
BOL,urban,2219184,2321951,2427660,2536135,2646815,2760185,2876583,2997035,3121801,3251410,3385640,3524616,3667781,3815272,3967012,4120463,4247234,4376660,4508611,4642823,4779299,4917892,5058609,5201396,5346007,5489006,5632753,5777979,5924368,6072091,6220823,6370957,6522380,6675283,6829809,6985733,7137082,7285464,7434136,7583054,7732023,7881917,8033037,8185478
BRA,national,112425392,115121158,117878412,120694012,123570328,126498320,129448816,132383568,135274080,138108915,140891600,143627504,146328305,149003225,151648007,154259382,156849086,159432717,162019889,164614682,167209046,169785253,172318674,174790339,177196051,179537523,181809244,184006479,186127108,188167353,190130445,192030362,193886505,195713637,197514541,199287292,201035904,202763744,204471759,206163056,207833825,209469320,211049519,212559409
BRA,rural,41947038,41875321,41786718,41678056,41556700,41413020,41239804,41025668,40768904,40461769,40113248,39724496,39305246,38857061,38382111,37879934,37359884,36824175,36276253,35718094,35033639,34328880,33609034,32874567,32687356,32532199,32356591,32162492,31950579,31719371,31470391,31206854,30936531,30658541,30356010,30046545,29735221,29416964,29096331,28776239,28454529,28133824,27807885,27477555
BRA,urban,70478354,73245837,76091694,79015956,82013624,85085304,88209008,91357904,94505184,97647146,100778360,103903008,107023059,110146164,113265896,116379448,119489202,122608542,125743636,128896588,132175407,135456373,138709640,141915772,144508695,147005324,149452653,151843987,154176529,156447982,158660054,160823508,162949974,165055096,167158531,169240747,171300683,173346780,175375428,177386817,179379296,181335496,183241634,185081854
