country_code,data_level,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46
BGD,national,438.11325,451.69247,451.92017,457.64081,466.4184,468.0777,475.86819,482.43954,487.59192,493.78433,495.91833,496.08273,504.42911,514.93011,525.82581,540.46967,551.67517,564.36865,579.0777,592.47223,608.25995,625.23755,643.49567,663.98779,680.77515,697.4942,720.17694,750.94238,789.30481,832.75977,876.61749,914.58777,952.44812,998.46582,1051.1548,1104.1405,1157.4285,1216.6583,1285.5741,1363.2782,1451.1248,1551.1708,1623.8135,1591.7931
BGR,national,3344.4253,3414.1748,3542.2866,3428.4094,3584.4414,3657.2878,3773.3159,3892.3569,3996.8647,4166.1416,4411.8862,4889.2563,4784.0547,4427.0107,4093.4766,3836.7639,3810.2437,3892.7112,4021.7229,4252.9463,3674.9319,3839.7168,3537.1057,3717.677,3937.4348,4260.1162,4518.8784,4849.543,5230.9839,5629.4199,6044.7593,6459.6411,6288.6772,6427.8101,6605.0898,6693.6123,6693.4502,6796.689,7074.6812,7341.0479,7599.125,7859.6782,8234.7813,7920.9111
BHR,national,21726.582,21582.434,20640.867,21450.553,19537.959,17507.873,18131.072,18534.225,17139.07,16779.736,17885.02,18469.846,17925.072,18160.17,19651.338,20432.123,22497.037,21894.545,22185.496,22500.07,22561.793,22919.395,23047.07,23243.592,22697.617,22258.195,22335.932,22422.689,22343.537,22069.281,22111.68,21833.412,21057.42,20982.34,20774.244,21187.541,22078.99,22676.625,22634.086,22552.684,22445.453,21824.207,21317.334,19514.875
BHS,national,21081.121,23546.822,29051.643,30263.115,26867.203,28034.123,28408.633,31754.773,32626.135,32595.338,32982.383,33173.348,34802.094,33646.578,31649.127,29863.871,29399.148,29798.982,30623.115,31489.299,33258.223,31406.625,34822.484,35782.805,36167.234,36537.047,35445.289,35111.176,35637.789,35852.238,35685.844,34218.434,32234.291,32238.123,32016.688,32642.076,31165.27,31580.516,31776.055,31491.701,31682.697,32231.273,32136.762,27209.465
BIH,national,1158.865,1226.5868,1308.4688,1351.9749,1387.6827,1403.895,1389.9402,1404.3054,1410.8724,1450.069,1413.1298,1368.3923,1377.2167,1209.3485,1052.5497,786.02917,580.97968,619.14233,768.91748,1477.8734,2001.1781,2314.4348,2530.5117,2847.5923,2913.2295,3056.5366,3172.3828,3371.239,3501.5635,3691.05,3909.9714,4132.1909,4027.6912,4095.9607,4185.3042,4215.6196,4390.6489,4518.4658,4729.6899,4940.7598,5150.2729,5387.2695,5578.2661,5433.1514
BLR,national,,,,2391.4192,2481.4092,2575.4326,2688.8655,2761.9668,2772.8059,2830.7827,2847.6716,2822.7166,2997.9075,2890.5242,2854.5208,2574.8237,2373.8906,2098.6243,1886.4774,1945.839,2176.6924,2370.1865,2461.8269,2616.9131,2754.6646,2912.1233,3139.1211,3522.4897,3880.0144,4294.2285,4684.9805,5180.7124,5203.855,5621.937,5938.2207,6047.8711,6110.9048,6212.9126,5967.0522,5811.1978,5964.8931,6165.9092,6264.8608,6234.8242
BLZ,national,2008.4819,2136.6104,2259.3884,2512.4775,2481.9038,2415.1738,2297.676,2276.9246,2236.147,2273.5378,2448.8103,2618.0603,2886.9211,3147.2434,3442.3018,3794.1028,3964.8611,3891.3171,3816.4248,3749.6152,3743.8364,3737.5769,3917.155,4278.0171,4342.0889,4420.7246,4707.0273,4806.0557,4773.624,4874.4683,4773.334,4814.4771,4704.835,4728.7734,4706.0728,4709.3105,4663.9214,4747.0669,4770.2324,4671.915,4663.2817,4707.4014,4701.0435,3968.4919
BMU,national,76180.805,76999.156,78360.688,83239.531,84633.164,79583.133,80483.734,80164.563,77902.656,82395.273,84795,87481.375,87131.953,86436.234,83812.133,84371.039,86444.68,86361.953,89518.281,91261.148,94878.492,97857.32,100602.93,109001.59,115619.48,113172.12,116268.82,118193.15,119396.45,125294.96,128757.88,125610.03,117886.73,115839.8,112471.34,106119.8,105492.48,101374.47,102005.63,102407.39,107237.03,106696.07,107196.81,100411.88
BOL,national,2245.678,2241.74,2196.4573,2120.7017,2082.8125,1960.4303,1843.6234,1803.0548,1736.8715,1657.3882,1662.9779,1675.6039,1702.6792,1744.312,1797.7803,1789.24,1826.8656,1872.71,1920.318,1963.6407,2019.8516,2079.6968,2048.0266,2059.1853,2054.3311,2066.2417,2083.4219,2131.3071,2186.1868,2251.2749,2313.8911,2414.9734,2454.8003,2514.4348,2602.7185,2692.6074,2830.6733,2939.4775,3035.9717,3118.9136,3203.0044,3291.1563,3317.3708,2983.0271
BRA,national,5702.5146,5845.7524,6094.9209,6500.3877,6079.2441,5987.8203,5679.8975,5853.8975,6178.5239,6504.9756,6601.5889,6471.9526,6553.2383,6155.6455,6110.7192,5974.5898,6165.3169,6420.4072,6584.7393,6624.1006,6742.7119,6662.8535,6595.6162,6787.6689,6788.5767,6904.6255,6896.1372,7206.2617,7352.2827,7560.7021,7936.8242,8258.6162,8169.2622,8702.2549,8965.6201,9056.5801,9247.5732,9214.9775,8813.9902,8455.3125,8498.2939,8582.3389,8638.2832,8228.7803
BRB,national,12144.041,12671.701,13609.489,14146.052,13827.565,13109.412,13138.255,13573.883,13681.883,14332.298,14652.639,15110.165,15594.456,15022.485,14382.66,13513.464,13570.1,13789.452,14010.999,14508.571,15131.923,15629.033,15616.34,16247.39,15805.839,15876.168,16167.86,16339.384,16921.936,17846.191,18158.945,18204.922,17209.141,16754.629,16591.482,16474.498,16208.723,16158.354,16524.9,16906.594,16961.34,16838.729,16800.211,13595.034
BRN,national,51353.117,52870.613,62590.547,56324.539,43769.512,44168.281,43132.004,42176.98,40388.641,38189.797,37866.91,37211.063,35779.133,35154.23,35239.406,35881.145,34994.344,35126.375,35753.41,35875.926,34516.215,33551.969,33825.711,34063.613,34291.137,34926.629,35277.801,34850.145,34441.121,35455.637,35064.867,33981.336,32991.824,33437.121,34244.207,34096.906,32924.988,31678.938,31164.037,30038.734,30101.529,29802.783,30646.109,30696.877
BTN,national,,,,401.7388,450.07544,453.80136,488.73502,497.82101,503.60562,544.07947,679.95612,691.0946,723.96759,786.14825,777.32416,813.25836,832.42609,874.7688,931.8786,971.30878,1004.505,1040.0369,1096.8214,1108.4398,1175.8568,1278.8778,1352.979,1409.6479,1489.2118,1572.4622,1840.2716,1909.2458,2017.9034,2235.3228,2386.6211,2479.1516,2500.8645,2612.8862,2752.6301,2940.7,3040.937,3097.1484,3238.0605,2879.6387
BWA,national,1444.4143,1588.087,1713.8877,1849.2419,1946.3094,2109.5212,2307.1467,2418.5576,2498.4841,2602.0566,2800.4287,3219.2063,3509.7312,3624.3296,3778.4778,3782.5503,3757.0232,3798.4368,3968.3208,4100.4434,4338.9004,4260.2388,4572.1807,4569.2153,4494.939,4683.9561,4816.5698,4859.6289,4986.3281,5294.9697,5612.3276,5837.7793,5286.5747,5642.2202,5899.4629,6089.3989,6704.5366,6895.5742,6402.9102,6729.0654,6855.1602,6973.0986,7027.0454,6299.2085
CAF,national,700.50879,692.76416,658.92175,612.64636,585.84821,611.89307,545.13129,579.948,587.60028,595.5993,555.68597,555.29968,555.60431,531.85571,515.73004,469.43365,457.56885,466.38315,486.36572,454.83322,467.05225,477.31873,483.03131,460.34521,470.35605,477.09756,442.1528,459.34531,454.50742,466.97684,479.19217,480.41089,513.93738,531.71301,550.0199,575.50189,365.11612,364.08395,377.42291,391.47354,404.00247,412.9902,418.31555,414.39661
CAN,national,23969.914,24690.049,25461.551,25470.441,26028.865,24899.484,25292.09,26534.287,27536.738,27853.012,28624.662,29491.986,29661.475,29261.465,28287.879,28202.9,28622.588,29590.307,30072.877,30242.666,31222.725,31830.617,32826.531,34121.609,34227.34,35015.797,36024.098,37086.449,38573.199,39776.18,42097.434,42063.633,40368.293,41155.324,42036.996,42315.809,42846.285,43635.094,43596.137,43536.914,44325.418,44917.371,45118.66,42294.234
CHE,national,55570.895,57162.227,58216.141,59887.02,60514.055,59373.742,59497.52,61067.781,63032.301,63870.594,64476.984,66102.672,68410.078,70199.32,68692.5,67909.602,67209.164,67522.148,67394.969,67429.391,68793.563,70691.945,71583.688,74013.055,74705.156,74138.086,73555.602,75112.867,76784.641,79367.898,81804.859,82997.695,80262.484,82026.727,82677.602,82800.07,83344.523,84348.391,84776.141,85570.398,86119.148,87980.672,88413.195,85681.969
CHL,national,3953.7822,4194.374,4480.5142,4768.6689,5008.4956,4395.4072,4117.3574,4225.9263,4331.1572,4494.9131,4710.71,4976.1118,5381.5098,5470.4795,5800.9985,6343.2271,6652.0215,6877.4346,7380.0615,7770.5391,8235.458,8481.752,8343.7041,8685.3223,8871.7236,9049.2109,9321.2188,9890.0752,10349.643,10887.864,11300.549,11574.729,11273.617,11809.142,12406.413,12941.03,13333.347,13425.684,13574.169,13624.679,13590.991,13901.019,13866.956,12954.405
CHN,national,346.93854,381.09866,404.59592,430.85464,447.11899,480.31049,524.40845,596.20007,667.12738,716.10406,786.86346,861.19196,883.76257,905.03088,975.46118,1100.6442,1239.1272,1384.9277,1520.0267,1653.4309,1787.7638,1909.6189,2038.2029,2193.8931,2359.5681,2557.8872,2797.1716,3061.8279,3390.7102,3800.759,4319.0239,4711.6353,5128.895,5647.0586,6152.686,6591.6509,7056.4106,7532.772,8016.4316,8516.5137,9053.2129,9619.1924,10155.418,10370.359
CHN,rural,346.93854,381.09866,404.59592,430.85464,447.11899,480.31049,524.40845,596.20007,667.12738,716.10406,786.86346,861.19196,883.76257,905.03088,975.46118,1100.6442,1239.1272,1384.9277,1520.0267,1653.4309,1787.7638,1909.6189,2038.2029,2193.8931,2359.5681,2557.8872,2797.1716,3061.8279,3390.7102,3800.759,4319.0239,4711.6353,5128.895,5647.0586,6152.686,6591.6509,7056.4106,7532.772,8016.4316,8516.5137,9053.2129,9619.1924,10155.418,10370.359
CHN,urban,346.93854,381.09866,404.59592,430.85464,447.11899,480.31049,524.40845,596.20007,667.12738,716.10406,786.86346,861.19196,883.76257,905.03088,975.46118,1100.6442,1239.1272,1384.9277,1520.0267,1653.4309,1787.7638,1909.6189,2038.2029,2193.8931,2359.5681,2557.8872,2797.1716,3061.8279,3390.7102,3800.759,4319.0239,4711.6353,5128.895,5647.0586,6152.686,6591.6509,7056.4106,7532.772,8016.4316,8516.5137,9053.2129,9619.1924,10155.418,10370.359
CIV,national,2981.4658,3161.0696,3095.4036,2636.9197,2612.1582,2506.5256,2308.687,2155.5374,2164.4197,2150.6035,2064.7878,2013.6149,1999.498,1907.5326,1840.774,1771.775,1707.1776,1662.9131,1723.1573,1797.4387,1910.2299,1933.0732,1901.5728,1847.87,1765.328,1679.4065,1566.5771,1583.1121,1565.4285,1575.1428,1557.9083,1596.2552,1616.3782,1687.2166,1558.9688,1637.3928,1769.2148,1887.1649,1972.5457,2061.2153,2157.2451,2247.7766,2327.7454,2313.7935
CMR,national,1111.0596,1316.5499,1355.2078,1289.1472,1464.0074,1526.2616,1581.1025,1646.804,1724.2865,1783.5492,1690.6855,1509.9572,1437.0272,1308.7076,1221.7529,1149.6311,1028.4435,1018.692,1019.7331,1034.5078,1053.1774,1074.5305,1094.1124,1106.6539,1124.4324,1143.9854,1174.5405,1223.9342,1217.757,1230.1392,1248.6626,1249.3752,1246.8074,1248.1804,1255.4773,1278.1644,1306.0275,1343.9285,1382.5098,1407.2745,1419.1761,1437.2715,1449.2776,1419.6768
COD,national,1143.3179,1051.5348,1026.9556,1021.8122,1019.475,990.02344,979.73145,1008.6013,987.49438,1007.0263,1006.2651,982.48297,940.44897,849.55261,749.92664,645.55365,537.27722,497.88931,485.41705,467.17987,430.17352,413.53632,386.65622,350.87082,334.12006,334.01569,341.99066,353.7319,363.66754,370.88583,381.45557,392.07471,390.11212,404.15161,417.75702,432.67841,453.99893,480.7662,497.31705,492.80276,494.78125,506.95828,512.5863,505.34833
COG,national,1561.6843,1613.3636,1720.8618,1966.2183,2246.0876,2696.22,2772.3062,2881.739,2768.1257,2507.3374,2443.8726,2420.0063,2416.1189,2374.4475,2365.5083,2361.3628,2274.3494,2090.2471,2113.1917,2141.928,2068.0667,2084.0403,1972.2406,2061.2874,2079.4878,2114.0344,2070.8362,2079.6216,2171.4431,2268.2444,2046.6449,2102.2964,2271.1311,2421.709,2406.9255,2578.6619,2497.9497,2601.4585,2447.5393,2128.8591,1983.9005,1840.4336,1792.3071,1608.7793
COL,national,2877.5977,3052.2961,3145.6663,3202.7307,3204.6399,3165.3618,3146.6162,3183.6353,3214.6082,3332.6985,3441.5054,3510.7979,3559.6328,3639.7192,3640.4551,3714.6189,3840.0679,3987.4822,4118.6279,4129.0503,4197.3955,4150.8354,3911.5735,3961.9297,3965.7642,4003.4658,4099.3062,4257.1626,4402.8989,4638.4717,4890.2778,4991.7891,4992.8232,5162.7056,5468.1953,5631.2173,5866.874,6069.187,6175.876,6219.1499,6208.9868,6271.875,6390.3682,5892.4814
COM,national,1168.3998,1165.9807,1237.3427,1288.1426,1296.7059,1340.1252,1366.5192,1384.1111,1376.2982,1362.0309,1344.342,1340.2009,1259.675,1285.3416,1180.7751,1244.5668,1245.4092,1146.4915,1155.1138,1109.3191,1123.3799,1108.1451,1100.7003,1189.7218,1187.8292,1186.451,1182.8872,1177.2992,1182.2109,1184.8293,1166.021,1183.8722,1192.6785,1208.4807,1227.9691,1237.0032,1261.9047,1258.0707,1242.5856,1254.54,1273.1366,1290.2899,1284.2865,1255.0439
CPV,national,527.49994,571.9068,583.56921,606.4455,646.69531,652.38605,700.26172,712.71509,760.57477,770.19421,792.06482,827.68982,860.49133,849.0827,840.42426,907.36121,958.63879,1111.1091,1236.5619,1344.6864,1461.9817,1612.0238,1759.0645,1974.0889,1983.2976,2053.2537,2105.8665,2286.5835,2410.7739,2569.1921,2922.2332,3079.1206,3003.6414,3010.7222,3091.2229,3085.1917,3070.4636,3050.2725,3043.0315,3147.8374,3225.7517,3333.0662,3482.4485,2935.321
CRI,national,5992.5308,6201.3281,6335.54,6213.5449,5910.729,5332.9302,5338.2495,5612.4761,5503.2217,5655.939,5772.1689,5816.8823,5988.541,6041.4438,6018.8574,6403.7847,6683.8359,6811.1118,6920.5791,6846.3574,7053.1372,7389.0449,7538.8862,7678.4917,7805.312,7940.4302,8157.6514,8395.4014,8606.334,9109.5303,9725.3848,10052.683,9837.877,10236.98,10559.206,10945.035,11090.089,11355.331,11642.778,12004.671,12375.924,12573.956,12735.093,12105.929
CUB,national,3575.6038,3780.916,3795.9802,3590.4045,4275.835,4637.7568,4868.6519,5228.3491,5276.9746,5237.4067,5060.5366,5192.0942,5174.4297,4977.7773,4413.6362,3879.665,3286.2415,3294.7927,3360.3171,3606.8171,3690.1934,3679.6675,3891.1897,4105.8794,4222.1372,4268.917,4419.1777,4665.3867,5182.8198,5808.3496,6235.7661,6500.6528,6601.0264,6759.3428,6942.0576,7138.3682,7317.854,7378.6963,7694.0146,7726.4951,7863.3945,8040.9878,8031.0356,7156.1069
CUW,national,,,,,,,,,,,,,,,,,,,,,,,,22296.881,22967.559,23030.557,22625.523,22284.932,21870.779,21664.984,21765.98,21964.125,21705.631,21450.314,21277.234,21072.066,20669.076,20160.164,19951.328,19546.141,19144.811,18828.734,18407.48,15255.675
CYM,national,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91341.297,91434.539,88476.141,79899.961,75877.172,75165.984,74688.891,74420.117,75246.828,76284.195,77694.609,79133.797,81437.891,83536.297,76998.82
CYP,national,8707.8418,9350.3369,10196.949,10667.094,10755.506,11269.028,11800.368,12668.61,13126.61,13457.586,14252.563,15321.616,16305.188,17143.271,16828.736,17927.287,17622.053,18279.744,19452.488,19383.939,19615.814,20560.855,21348.254,22382.396,23017.637,23602.531,23929.1,24797.92,25629.584,26393.678,27154.9,27447.24,26181.744,26019.764,25466.107,24216.529,22682.266,22513.779,23408.336,24805.203,26013.832,27161.404,28211.064,26372.654
CZE,national,9540.4268,9885.666,9975.0518,10116.1,10091.498,9929.9482,10087.397,10310.45,10541.704,10833.641,11082.114,11309.268,11502.799,11626.626,10300.899,10238.248,10233.942,10527.876,11219.15,11711.315,11663.174,11632.603,11805.672,12312.498,12734.922,12959.817,13428.1,14070.28,14978.413,15948.745,16739.18,17046.885,16160.62,16505.953,16761.828,16606.992,16593.863,16951.379,17829.699,18247.012,19139.24,19685.494,20202.152,18982.795
DEU,national,21872.01,22549.645,23475.156,23756.553,23845.934,23774.383,24211.602,24981.285,25620.027,26194.053,26520.563,27396.5,28244.744,29473.854,30754.559,31108.557,30602.83,31226.318,31615.443,31778.084,32300.305,32945.82,33545.906,34476.207,34996.992,34869.031,34605.746,35019.992,35296.273,36684.691,37827.141,38262.922,36175.84,37745.73,39961.27,40053.242,40118.879,40834.738,41086.73,41665.273,42622.41,42956.012,43311.629,41259.184
DJI,national,4432.9238,3755.2444,3633.3281,3478.4612,3394.9871,3342.2664,3254.3987,3233.5303,3163.2361,3012.7627,2932.5835,2912.8132,2675.5706,2534.9822,2356.3542,2337.9788,2167.9675,2125.219,2025.1429,1909.3811,1837.0507,1786.1503,1787.0625,1755.656,1749.4877,1772.3951,1798.3103,1819.6287,1848.3336,1909.9462,1978.6157,2065.5195,2069.8513,2123.9478,2242.8643,2312.2874,2386.2483,2510.9453,2658.9492,2789.6938,2893.7588,3088.5637,3278.5273,3246.7468
DMA,national,2886.7942,3154.9834,2552.385,2880.22,3192.2981,3337.4487,3447.0276,3622.718,3706.2654,4005.4089,4298.8892,4675.9214,4699.3198,4975.0317,5045.3076,5135.3662,5226.2124,5211.3833,5364.7271,5544.6714,5693.2266,5942.5322,5993.8916,6149.8384,6144.0596,5955.8589,6310.5688,6476.7534,6501.4053,6791.0576,7214.4321,7724.6846,7632.29,7680.4834,7659.5313,7573.9312,7491.3335,7816.6196,7597.2891,7777.0898,7232.7734,7375.7949,7914.1357,6583.2236
DNK,national,30559.455,31142.924,32268.52,32073.641,31869.043,33067.57,33949.332,35382.234,36783.941,38536.324,38585.402,38561.41,38786.93,39295.242,39739.609,40383.559,40253.539,42257.098,43310.25,44314.789,45570.078,46412.039,47622.438,49241.93,49469.688,49541.855,49599.996,50792,51835.832,53687.441,53935.871,53345.359,50457.234,51173.465,51644.465,51567.039,51831.797,52404.766,53254.855,54556.07,55735.766,56563.488,57553.133,56202.164
DOM,national,2535.9116,2528.4304,2581.3975,2723.6531,2777.0784,2762.8718,2829.2402,2804.9202,2689.1245,2727.8215,2944.4592,2949.4302,3020.0647,2801.0583,2774.2546,3028.106,3191.604,3216.1089,3340.0439,3480.2742,3727.8003,3915.1362,4083.6365,4209.4121,4249.1001,4375.79,4255.7661,4304.77,4647.0381,5006.5522,5308.6323,5409.9478,5393.4702,5771.9185,5881.1353,5969.3525,6187.2832,6547.3081,6921.5205,7300.0332,7556.8535,7997.7612,8314.3447,7677.7104
DZA,national,2944.321,3123.3765,3258.7312,3186.4373,3182.2598,3281.8608,3352.6997,3432.8064,3453.8215,3366.939,3248.8811,3128.3376,3179.7734,3123.9976,3011.5,2994.4912,2867.1958,2783.155,2834.2651,2899.1931,2884.1201,2986.0557,3038.2729,3111.1763,3162.8115,3297.6128,3490.2231,3592.6453,3752.0962,3760.1553,3828.1484,3856.4077,3851.2139,3918.4863,3956.8958,4012.3616,4042.9236,4112.0762,4177.8896,4224.0371,4192.3379,4154.2192,4115.3955,3834.439
